lncrna_id,partner_id,partner_name,pearson_r,pvalue
Cp_V2_contig_4950,Cp_V2_contig_40374,.,0.9352,7.1e-05
Cp_V2_contig_4950,Cp_V2_contig_22400,.,0.9351,7.2e-05
Cp_V2_contig_4950,Cp_V2_contig_12055,.,0.935,7.2e-05
Cp_V2_contig_4950,Cp_V2_contig_8565,.,0.935,7.2e-05
Cp_V2_contig_4950,Cp_V2_contig_3210,.,0.933,8.1e-05
Cp_V2_contig_4950,Cp_V2_contig_11464,.,0.9309,9.2e-05
Cp_V2_contig_4950,Cp_V2_contig_2137,.,0.9307,9.3e-05
Cp_V2_contig_4950,Cp_V2_contig_2918,.,0.9305,9.4e-05
Cp_V2_contig_4950,Cp_V2_contig_20939,.,0.9304,9.4e-05
Cp_V2_contig_4950,Cp_V2_contig_22977,.,0.9302,9.6e-05
Cp_V2_contig_4950,Cp_V2_contig_26531,.,0.9297,9.8e-05
Cp_V2_contig_4950,Cp_V2_contig_13148,.,0.9296,9.9e-05
Cp_V2_contig_4950,Cp_V2_contig_47834,.,0.9282,0.000107
Cp_V2_contig_4950,Cp_V2_contig_18250,.,0.9259,0.000121
Cp_V2_contig_4950,Cp_V2_contig_5488,.,0.9254,0.000124
Cp_V2_contig_4950,Cp_V2_contig_1312,.,0.9251,0.000126
Cp_V2_contig_4950,Cp_V2_contig_12398,.,0.9246,0.000129
Cp_V2_contig_4950,Cp_V2_contig_7848,.,0.9246,0.000129
Cp_V2_contig_4950,Cp_V2_contig_1461,.,0.9245,0.000129
Cp_V2_contig_4950,Cp_V2_contig_13938,.,0.924,0.000133
Cp_V2_contig_4950,Cp_V2_contig_14368,.,0.923,0.00014
Cp_V2_contig_4950,Cp_V2_contig_40304,.,0.9216,0.00015
Cp_V2_contig_4950,Cp_V2_contig_32562,.,0.9191,0.00017
Cp_V2_contig_4950,Cp_V2_contig_26352,.,0.9182,0.000177
Cp_V2_contig_4950,Cp_V2_contig_9545,.,0.9182,0.000177
Cp_V2_contig_4950,Cp_V2_contig_11204,.,0.9181,0.000178
Cp_V2_contig_4950,Cp_V2_contig_377,.,0.9178,0.00018
Cp_V2_contig_4950,Cp_V2_contig_12781,.,0.9176,0.000182
Cp_V2_contig_4950,Cp_V2_contig_6241,.,0.9174,0.000184
Cp_V2_contig_4950,Cp_V2_contig_47327,.,0.9173,0.000185
Cp_V2_contig_4950,Cp_V2_contig_339,.,0.9172,0.000186
Cp_V2_contig_4950,Cp_V2_contig_18945,.,0.9171,0.000187
Cp_V2_contig_4950,Cp_V2_contig_672,.,0.9171,0.000186
Cp_V2_contig_4950,Cp_V2_contig_2079,.,0.917,0.000188
Cp_V2_contig_4950,Cp_V2_contig_27498,.,0.9168,0.00019
Cp_V2_contig_4950,Cp_V2_contig_16108,.,0.9167,0.00019
Cp_V2_contig_4950,Cp_V2_contig_36163,.,0.9165,0.000192
Cp_V2_contig_4950,Cp_V2_contig_2948,.,0.916,0.000197
Cp_V2_contig_4950,Cp_V2_contig_37429,.,0.9159,0.000197
Cp_V2_contig_4950,Cp_V2_contig_46907,.,0.9159,0.000198
Cp_V2_contig_4950,Cp_V2_contig_6397,.,0.9154,0.000202
Cp_V2_contig_4950,Cp_V2_contig_44233,.,0.9144,0.000212
Cp_V2_contig_4950,Cp_V2_contig_8206,.,0.9138,0.000217
Cp_V2_contig_4950,Cp_V2_contig_16567,.,0.9129,0.000227
Cp_V2_contig_4950,Cp_V2_contig_7547,.,0.9128,0.000228
Cp_V2_contig_4950,Cp_V2_contig_6459,.,0.9126,0.000229
Cp_V2_contig_4950,Cp_V2_contig_5702,.,0.9125,0.000231
Cp_V2_contig_4950,Cp_V2_contig_5393,.,0.912,0.000236
Cp_V2_contig_4950,Cp_V2_contig_35454,.,0.9118,0.000237
Cp_V2_contig_4950,Cp_V2_contig_3544,.,0.9113,0.000243
Cp_V2_contig_4950,Cp_V2_contig_6533,.,0.9104,0.000252
Cp_V2_contig_4950,Cp_V2_contig_10790,.,0.9103,0.000254
Cp_V2_contig_4950,Cp_V2_contig_23462,.,0.9078,0.000283
Cp_V2_contig_4950,Cp_V2_contig_26026,.,0.9078,0.000283
Cp_V2_contig_4950,Cp_V2_contig_29178,.,0.9075,0.000286
Cp_V2_contig_4950,Cp_V2_contig_1380,.,0.9066,0.000297
Cp_V2_contig_4950,Cp_V2_contig_23261,.,0.9064,0.0003
Cp_V2_contig_4950,Cp_V2_contig_8765,.,0.9063,0.000301
Cp_V2_contig_4950,Cp_V2_contig_17304,.,0.9062,0.000302
Cp_V2_contig_4950,Cp_V2_contig_1243,.,0.9061,0.000303
Cp_V2_contig_4950,Cp_V2_contig_20784,.,0.9057,0.000309
Cp_V2_contig_4950,Cp_V2_contig_14142,.,0.9055,0.000311
Cp_V2_contig_4950,Cp_V2_contig_13805,.,0.9049,0.000319
Cp_V2_contig_4950,Cp_V2_contig_7514,.,0.9045,0.000324
Cp_V2_contig_4950,Cp_V2_contig_1000,.,0.9044,0.000325
Cp_V2_contig_4950,Cp_V2_contig_43581,.,0.9042,0.000328
Cp_V2_contig_4950,Cp_V2_contig_16079,.,0.9036,0.000336
Cp_V2_contig_4950,Cp_V2_contig_1681,.,0.9035,0.000337
Cp_V2_contig_4950,Cp_V2_contig_8612,.,0.9035,0.000337
Cp_V2_contig_4950,Cp_V2_contig_2291,.,0.903,0.000344
Cp_V2_contig_4950,Cp_V2_contig_21764,.,0.9028,0.000347
Cp_V2_contig_4950,Cp_V2_contig_12798,.,0.9021,0.000356
Cp_V2_contig_4950,Cp_V2_contig_34533,.,0.902,0.000358
Cp_V2_contig_4950,Cp_V2_contig_4031,.,0.9019,0.000359
Cp_V2_contig_4950,Cp_V2_contig_22199,.,0.9017,0.000362
Cp_V2_contig_4950,Cp_V2_contig_5205,.,0.9014,0.000367
Cp_V2_contig_4950,Cp_V2_contig_3614,.,0.9012,0.000369
Cp_V2_contig_4950,Cp_V2_contig_4663,.,0.9011,0.000371
Cp_V2_contig_4950,Cp_V2_contig_9777,.,0.9005,0.00038
Cp_V2_contig_4950,Cp_V2_contig_16337,.,0.9003,0.000383
Cp_V2_contig_551,Cp_V2_contig_23992,.,0.9838,0.0
Cp_V2_contig_551,Cp_V2_contig_37850,.,0.9804,1e-06
Cp_V2_contig_551,Cp_V2_contig_45899,.,0.9803,1e-06
Cp_V2_contig_551,Cp_V2_contig_24081,.,0.9797,1e-06
Cp_V2_contig_551,Cp_V2_contig_29767,.,0.978,1e-06
Cp_V2_contig_551,Cp_V2_contig_13584,.,0.9777,1e-06
Cp_V2_contig_551,Cp_V2_contig_13780,.,0.9768,1e-06
Cp_V2_contig_551,Cp_V2_contig_58,.,0.9761,1e-06
Cp_V2_contig_551,Cp_V2_contig_33310,.,0.976,1e-06
Cp_V2_contig_551,Cp_V2_contig_25880,.,0.9758,1e-06
Cp_V2_contig_551,Cp_V2_contig_6376,.,0.9737,2e-06
Cp_V2_contig_551,Cp_V2_contig_3083,.,0.9728,2e-06
Cp_V2_contig_551,Cp_V2_contig_1533,.,0.9727,2e-06
Cp_V2_contig_551,Cp_V2_contig_2128,.,0.9725,2e-06
Cp_V2_contig_551,Cp_V2_contig_10726,.,0.9698,4e-06
Cp_V2_contig_551,Cp_V2_contig_25283,.,0.9695,4e-06
Cp_V2_contig_551,Cp_V2_contig_32420,.,0.9684,4e-06
Cp_V2_contig_551,Cp_V2_contig_17052,.,0.9661,6e-06
Cp_V2_contig_551,Cp_V2_contig_14382,.,0.9658,6e-06
Cp_V2_contig_551,Cp_V2_contig_14662,.,0.9643,7e-06
Cp_V2_contig_551,Cp_V2_contig_5104,.,0.9638,7e-06
Cp_V2_contig_551,Cp_V2_contig_45503,.,0.9637,7e-06
Cp_V2_contig_551,Cp_V2_contig_24162,.,0.9626,8e-06
Cp_V2_contig_551,Cp_V2_contig_11289,.,0.9619,9e-06
Cp_V2_contig_551,Cp_V2_contig_12810,.,0.9614,9e-06
Cp_V2_contig_551,Cp_V2_contig_3837,.,0.9605,1e-05
Cp_V2_contig_551,Cp_V2_contig_21708,.,0.9594,1.1e-05
Cp_V2_contig_551,Cp_V2_contig_11007,.,0.9587,1.2e-05
Cp_V2_contig_551,Cp_V2_contig_10048,.,0.9578,1.3e-05
Cp_V2_contig_551,Cp_V2_contig_18155,.,0.9566,1.5e-05
Cp_V2_contig_551,Cp_V2_contig_16525,.,0.9565,1.5e-05
Cp_V2_contig_551,Cp_V2_contig_26525,.,0.9548,1.7e-05
Cp_V2_contig_551,Cp_V2_contig_27725,.,0.9537,1.9e-05
Cp_V2_contig_551,Cp_V2_contig_5597,.,0.9535,1.9e-05
Cp_V2_contig_551,Cp_V2_contig_10120,.,0.9532,2e-05
Cp_V2_contig_551,Cp_V2_contig_46902,.,0.9523,2.1e-05
Cp_V2_contig_551,Cp_V2_contig_9550,.,0.9499,2.6e-05
Cp_V2_contig_551,Cp_V2_contig_32418,.,0.9497,2.6e-05
Cp_V2_contig_551,Cp_V2_contig_19606,.,0.9495,2.7e-05
Cp_V2_contig_551,Cp_V2_contig_1856,.,0.9477,3.1e-05
Cp_V2_contig_551,Cp_V2_contig_11798,.,0.9466,3.3e-05
Cp_V2_contig_551,Cp_V2_contig_38011,.,0.9465,3.4e-05
Cp_V2_contig_551,Cp_V2_contig_38638,.,0.9453,3.7e-05
Cp_V2_contig_551,Cp_V2_contig_17170,.,0.9439,4e-05
Cp_V2_contig_551,Cp_V2_contig_13783,.,0.9426,4.4e-05
Cp_V2_contig_551,Cp_V2_contig_46183,.,0.9421,4.6e-05
Cp_V2_contig_551,Cp_V2_contig_2779,.,0.9418,4.7e-05
Cp_V2_contig_551,Cp_V2_contig_21685,.,0.9414,4.8e-05
Cp_V2_contig_551,Cp_V2_contig_11871,.,0.9408,5e-05
Cp_V2_contig_551,Cp_V2_contig_10968,.,0.9396,5.4e-05
Cp_V2_contig_551,Cp_V2_contig_3733,.,0.9379,6e-05
Cp_V2_contig_551,Cp_V2_contig_3865,.,0.9355,7e-05
Cp_V2_contig_551,Cp_V2_contig_2705,.,0.9354,7.1e-05
Cp_V2_contig_551,Cp_V2_contig_2326,.,0.9349,7.2e-05
Cp_V2_contig_551,Cp_V2_contig_37548,.,0.9348,7.3e-05
Cp_V2_contig_551,Cp_V2_contig_10892,.,0.9326,8.3e-05
Cp_V2_contig_551,Cp_V2_contig_12179,.,0.9325,8.4e-05
Cp_V2_contig_551,Cp_V2_contig_7475,.,0.9323,8.5e-05
Cp_V2_contig_551,Cp_V2_contig_9538,.,0.9314,8.9e-05
Cp_V2_contig_551,Cp_V2_contig_11082,.,0.93,9.7e-05
Cp_V2_contig_551,Cp_V2_contig_26647,.,0.9271,0.000113
Cp_V2_contig_551,Cp_V2_contig_8331,.,0.9246,0.000129
Cp_V2_contig_551,Cp_V2_contig_31777,.,0.9228,0.000141
Cp_V2_contig_551,Cp_V2_contig_24960,.,0.9223,0.000145
Cp_V2_contig_551,Cp_V2_contig_13515,.,0.9206,0.000158
Cp_V2_contig_551,Cp_V2_contig_30041,.,0.9203,0.00016
Cp_V2_contig_551,Cp_V2_contig_15088,.,0.9191,0.00017
Cp_V2_contig_551,Cp_V2_contig_38417,.,0.9184,0.000176
Cp_V2_contig_551,Cp_V2_contig_14207,.,0.918,0.000179
Cp_V2_contig_551,Cp_V2_contig_45465,.,0.916,0.000197
Cp_V2_contig_551,Cp_V2_contig_2303,.,0.9137,0.000219
Cp_V2_contig_551,Cp_V2_contig_24396,.,0.9133,0.000222
Cp_V2_contig_551,Cp_V2_contig_8615,.,0.913,0.000226
Cp_V2_contig_551,Cp_V2_contig_28730,.,0.9112,0.000244
Cp_V2_contig_551,Cp_V2_contig_34533,.,0.9098,0.000259
Cp_V2_contig_551,Cp_V2_contig_6504,.,0.9094,0.000264
Cp_V2_contig_551,Cp_V2_contig_35060,.,0.9077,0.000283
Cp_V2_contig_551,Cp_V2_contig_20242,.,0.9069,0.000294
Cp_V2_contig_551,Cp_V2_contig_23383,.,0.9065,0.000298
Cp_V2_contig_551,Cp_V2_contig_26026,.,0.9059,0.000306
Cp_V2_contig_551,Cp_V2_contig_22202,.,0.9042,0.000328
Cp_V2_contig_551,Cp_V2_contig_1097,.,0.9031,0.000343
Cp_V2_contig_551,Cp_V2_contig_18571,.,0.903,0.000344
Cp_V2_contig_551,Cp_V2_contig_37809,.,0.9011,0.00037
Cp_V2_contig_551,Cp_V2_contig_7739,.,0.9003,0.000382
Cp_V2_contig_551,Cp_V2_contig_19357,.,0.9001,0.000385
Cp_V2_contig_6094,Cp_V2_contig_4331,.,0.9635,7e-06
Cp_V2_contig_6094,Cp_V2_contig_15027,.,0.945,3.7e-05
Cp_V2_contig_6094,Cp_V2_contig_900,.,0.9322,8.5e-05
Cp_V2_contig_6094,Cp_V2_contig_1607,.,0.9264,0.000117
Cp_V2_contig_6094,Cp_V2_contig_5216,.,0.9258,0.000121
Cp_V2_contig_6094,Cp_V2_contig_37659,.,0.9248,0.000128
Cp_V2_contig_6094,Cp_V2_contig_31695,.,0.914,0.000215
Cp_V2_contig_6094,Cp_V2_contig_694,.,0.9054,0.000313
Cp_V2_contig_6094,Cp_V2_contig_10695,.,0.9053,0.000314
Cp_V2_contig_670,Cp_V2_contig_24081,.,0.9908,0.0
Cp_V2_contig_670,Cp_V2_contig_13780,.,0.9902,0.0
Cp_V2_contig_670,Cp_V2_contig_24162,.,0.9828,0.0
Cp_V2_contig_670,Cp_V2_contig_23992,.,0.9817,0.0
Cp_V2_contig_670,Cp_V2_contig_1533,.,0.9807,1e-06
Cp_V2_contig_670,Cp_V2_contig_58,.,0.9803,1e-06
Cp_V2_contig_670,Cp_V2_contig_29767,.,0.9777,1e-06
Cp_V2_contig_670,Cp_V2_contig_17052,.,0.9774,1e-06
Cp_V2_contig_670,Cp_V2_contig_16525,.,0.9759,1e-06
Cp_V2_contig_670,Cp_V2_contig_45503,.,0.9741,2e-06
Cp_V2_contig_670,Cp_V2_contig_1856,.,0.9723,2e-06
Cp_V2_contig_670,Cp_V2_contig_11289,.,0.9721,3e-06
Cp_V2_contig_670,Cp_V2_contig_14382,.,0.9716,3e-06
Cp_V2_contig_670,Cp_V2_contig_33310,.,0.9715,3e-06
Cp_V2_contig_670,Cp_V2_contig_9550,.,0.9713,3e-06
Cp_V2_contig_670,Cp_V2_contig_13584,.,0.9703,3e-06
Cp_V2_contig_670,Cp_V2_contig_37850,.,0.9689,4e-06
Cp_V2_contig_670,Cp_V2_contig_27725,.,0.9662,6e-06
Cp_V2_contig_670,Cp_V2_contig_3083,.,0.9646,7e-06
Cp_V2_contig_670,Cp_V2_contig_46183,.,0.9642,7e-06
Cp_V2_contig_670,Cp_V2_contig_3865,.,0.9616,9e-06
Cp_V2_contig_670,Cp_V2_contig_45899,.,0.9606,1e-05
Cp_V2_contig_670,Cp_V2_contig_12810,.,0.9592,1.2e-05
Cp_V2_contig_670,Cp_V2_contig_18155,.,0.9567,1.5e-05
Cp_V2_contig_670,Cp_V2_contig_6376,.,0.9555,1.6e-05
Cp_V2_contig_670,Cp_V2_contig_14662,.,0.9547,1.7e-05
Cp_V2_contig_670,Cp_V2_contig_2128,.,0.9532,2e-05
Cp_V2_contig_670,Cp_V2_contig_25283,.,0.9501,2.6e-05
Cp_V2_contig_670,Cp_V2_contig_11871,.,0.95,2.6e-05
Cp_V2_contig_670,Cp_V2_contig_10726,.,0.9492,2.7e-05
Cp_V2_contig_670,Cp_V2_contig_2779,.,0.9489,2.8e-05
Cp_V2_contig_670,Cp_V2_contig_5104,.,0.9482,3e-05
Cp_V2_contig_670,Cp_V2_contig_25880,.,0.9479,3e-05
Cp_V2_contig_670,Cp_V2_contig_2705,.,0.9469,3.3e-05
Cp_V2_contig_670,Cp_V2_contig_13515,.,0.9465,3.4e-05
Cp_V2_contig_670,Cp_V2_contig_2326,.,0.9464,3.4e-05
Cp_V2_contig_670,Cp_V2_contig_26525,.,0.9453,3.7e-05
Cp_V2_contig_670,Cp_V2_contig_2303,.,0.9448,3.8e-05
Cp_V2_contig_670,Cp_V2_contig_32420,.,0.944,4e-05
Cp_V2_contig_670,Cp_V2_contig_17170,.,0.9437,4.1e-05
Cp_V2_contig_670,Cp_V2_contig_10048,.,0.9426,4.4e-05
Cp_V2_contig_670,Cp_V2_contig_13783,.,0.9413,4.8e-05
Cp_V2_contig_670,Cp_V2_contig_7475,.,0.9394,5.5e-05
Cp_V2_contig_670,Cp_V2_contig_3837,.,0.9381,6e-05
Cp_V2_contig_670,Cp_V2_contig_30041,.,0.9374,6.2e-05
Cp_V2_contig_670,Cp_V2_contig_34533,.,0.9365,6.6e-05
Cp_V2_contig_670,Cp_V2_contig_11007,.,0.9362,6.7e-05
Cp_V2_contig_670,Cp_V2_contig_13429,.,0.931,9.1e-05
Cp_V2_contig_670,Cp_V2_contig_21708,.,0.931,9.1e-05
Cp_V2_contig_670,Cp_V2_contig_46902,.,0.9291,0.000101
Cp_V2_contig_670,Cp_V2_contig_10892,.,0.929,0.000102
Cp_V2_contig_670,Cp_V2_contig_7739,.,0.929,0.000102
Cp_V2_contig_670,Cp_V2_contig_31777,.,0.9278,0.000109
Cp_V2_contig_670,Cp_V2_contig_10968,.,0.9276,0.00011
Cp_V2_contig_670,Cp_V2_contig_15088,.,0.9273,0.000112
Cp_V2_contig_670,Cp_V2_contig_26026,.,0.9255,0.000123
Cp_V2_contig_670,Cp_V2_contig_1097,.,0.9251,0.000126
Cp_V2_contig_670,Cp_V2_contig_5597,.,0.9242,0.000132
Cp_V2_contig_670,Cp_V2_contig_123,.,0.9231,0.000139
Cp_V2_contig_670,Cp_V2_contig_32418,.,0.9228,0.000141
Cp_V2_contig_670,Cp_V2_contig_19606,.,0.9222,0.000146
Cp_V2_contig_670,Cp_V2_contig_11798,.,0.922,0.000147
Cp_V2_contig_670,Cp_V2_contig_37429,.,0.921,0.000154
Cp_V2_contig_670,Cp_V2_contig_21685,.,0.9208,0.000156
Cp_V2_contig_670,Cp_V2_contig_37548,.,0.9208,0.000156
Cp_V2_contig_670,Cp_V2_contig_8615,.,0.9196,0.000166
Cp_V2_contig_670,Cp_V2_contig_20242,.,0.9194,0.000168
Cp_V2_contig_670,Cp_V2_contig_46907,.,0.9191,0.000169
Cp_V2_contig_670,Cp_V2_contig_36163,.,0.9182,0.000177
Cp_V2_contig_670,Cp_V2_contig_17963,.,0.9179,0.00018
Cp_V2_contig_670,Cp_V2_contig_28730,.,0.9159,0.000197
Cp_V2_contig_670,Cp_V2_contig_10120,.,0.9138,0.000218
Cp_V2_contig_670,Cp_V2_contig_9158,.,0.913,0.000226
Cp_V2_contig_670,Cp_V2_contig_3733,.,0.9099,0.000259
Cp_V2_contig_670,Cp_V2_contig_38011,.,0.9099,0.000258
Cp_V2_contig_670,Cp_V2_contig_38638,.,0.9081,0.000278
Cp_V2_contig_670,Cp_V2_contig_11082,.,0.9068,0.000295
Cp_V2_contig_670,Cp_V2_contig_24960,.,0.9049,0.000319
Cp_V2_contig_670,Cp_V2_contig_46398,.,0.9044,0.000325
Cp_V2_contig_670,Cp_V2_contig_10805,.,0.904,0.000331
Cp_V2_contig_670,Cp_V2_contig_4693,.,0.903,0.000345
Cp_V2_contig_670,Cp_V2_contig_40304,.,0.9028,0.000347
Cp_V2_contig_670,Cp_V2_contig_1900,.,0.9026,0.000349
Cp_V2_contig_670,Cp_V2_contig_24396,.,0.9023,0.000354
Cp_V2_contig_670,Cp_V2_contig_16079,.,0.9016,0.000363
Cp_V2_contig_670,Cp_V2_contig_29501,.,0.9001,0.000385
Cp_V2_contig_692,Cp_V2_contig_694,.,0.9903,0.0
Cp_V2_contig_692,Cp_V2_contig_31695,.,0.9744,2e-06
Cp_V2_contig_692,Cp_V2_contig_17692,.,0.9478,3e-05
Cp_V2_contig_692,Cp_V2_contig_1607,.,0.9414,4.8e-05
Cp_V2_contig_692,Cp_V2_contig_2580,.,0.9321,8.6e-05
Cp_V2_contig_692,Cp_V2_contig_29178,.,0.9315,8.9e-05
Cp_V2_contig_692,Cp_V2_contig_13481,.,0.9268,0.000115
Cp_V2_contig_692,Cp_V2_contig_5773,.,0.9208,0.000156
Cp_V2_contig_692,Cp_V2_contig_10695,.,0.9193,0.000168
Cp_V2_contig_692,Cp_V2_contig_792,.,0.9173,0.000185
Cp_V2_contig_692,Cp_V2_contig_1042,.,0.9122,0.000233
Cp_V2_contig_692,Cp_V2_contig_22369,.,0.9077,0.000284
Cp_V2_contig_692,Cp_V2_contig_6459,.,0.9031,0.000343
Cp_V2_contig_692,Cp_V2_contig_37659,.,0.9025,0.00035
Cp_V2_contig_8442,Cp_V2_contig_15710,.,0.9769,1e-06
Cp_V2_contig_8442,Cp_V2_contig_6968,.,0.967,5e-06
Cp_V2_contig_8442,Cp_V2_contig_20690,.,0.9632,8e-06
Cp_V2_contig_8442,Cp_V2_contig_10274,.,0.9587,1.2e-05
Cp_V2_contig_8442,Cp_V2_contig_23819,.,0.95,2.6e-05
Cp_V2_contig_8442,Cp_V2_contig_18033,.,0.9451,3.7e-05
Cp_V2_contig_8442,Cp_V2_contig_1681,.,0.9424,4.5e-05
Cp_V2_contig_8442,Cp_V2_contig_12969,.,0.9414,4.8e-05
Cp_V2_contig_8442,Cp_V2_contig_5559,.,0.939,5.6e-05
Cp_V2_contig_8442,Cp_V2_contig_5205,.,0.9385,5.8e-05
Cp_V2_contig_8442,Cp_V2_contig_29178,.,0.9377,6.1e-05
Cp_V2_contig_8442,Cp_V2_contig_3659,.,0.9376,6.1e-05
Cp_V2_contig_8442,Cp_V2_contig_9242,.,0.9375,6.2e-05
Cp_V2_contig_8442,Cp_V2_contig_672,.,0.9365,6.6e-05
Cp_V2_contig_8442,Cp_V2_contig_8089,.,0.9359,6.9e-05
Cp_V2_contig_8442,Cp_V2_contig_11635,.,0.9348,7.3e-05
Cp_V2_contig_8442,Cp_V2_contig_735,.,0.9325,8.4e-05
Cp_V2_contig_8442,Cp_V2_contig_4374,.,0.9323,8.5e-05
Cp_V2_contig_8442,Cp_V2_contig_20920,.,0.9315,8.8e-05
Cp_V2_contig_8442,Cp_V2_contig_13560,.,0.9307,9.2e-05
Cp_V2_contig_8442,Cp_V2_contig_5497,.,0.9301,9.6e-05
Cp_V2_contig_8442,Cp_V2_contig_22966,.,0.9287,0.000104
Cp_V2_contig_8442,Cp_V2_contig_19588,.,0.9259,0.00012
Cp_V2_contig_8442,Cp_V2_contig_1243,.,0.925,0.000126
Cp_V2_contig_8442,Cp_V2_contig_13026,.,0.9242,0.000132
Cp_V2_contig_8442,Cp_V2_contig_6438,.,0.9223,0.000145
Cp_V2_contig_8442,Cp_V2_contig_7988,.,0.9222,0.000145
Cp_V2_contig_8442,Cp_V2_contig_11213,.,0.922,0.000147
Cp_V2_contig_8442,Cp_V2_contig_23462,.,0.922,0.000147
Cp_V2_contig_8442,Cp_V2_contig_11547,.,0.9212,0.000153
Cp_V2_contig_8442,Cp_V2_contig_15465,.,0.9205,0.000159
Cp_V2_contig_8442,Cp_V2_contig_12754,.,0.9202,0.000161
Cp_V2_contig_8442,Cp_V2_contig_13382,.,0.92,0.000163
Cp_V2_contig_8442,Cp_V2_contig_16567,.,0.9193,0.000168
Cp_V2_contig_8442,Cp_V2_contig_15547,.,0.9148,0.000208
Cp_V2_contig_8442,Cp_V2_contig_26404,.,0.9147,0.000208
Cp_V2_contig_8442,Cp_V2_contig_9364,.,0.914,0.000215
Cp_V2_contig_8442,Cp_V2_contig_1086,.,0.9132,0.000223
Cp_V2_contig_8442,Cp_V2_contig_9920,.,0.9128,0.000228
Cp_V2_contig_8442,Cp_V2_contig_10455,.,0.9124,0.000231
Cp_V2_contig_8442,Cp_V2_contig_37411,.,0.9119,0.000237
Cp_V2_contig_8442,Cp_V2_contig_5686,.,0.9109,0.000247
Cp_V2_contig_8442,Cp_V2_contig_6333,.,0.9108,0.000248
Cp_V2_contig_8442,Cp_V2_contig_5508,.,0.9106,0.000251
Cp_V2_contig_8442,Cp_V2_contig_11243,.,0.9096,0.000261
Cp_V2_contig_8442,Cp_V2_contig_4523,.,0.9093,0.000265
Cp_V2_contig_8442,Cp_V2_contig_45499,.,0.9084,0.000275
Cp_V2_contig_8442,Cp_V2_contig_7018,.,0.9079,0.000282
Cp_V2_contig_8442,Cp_V2_contig_1073,.,0.9078,0.000282
Cp_V2_contig_8442,Cp_V2_contig_4323,.,0.9074,0.000287
Cp_V2_contig_8442,Cp_V2_contig_33507,.,0.907,0.000292
Cp_V2_contig_8442,Cp_V2_contig_5618,.,0.907,0.000293
Cp_V2_contig_8442,Cp_V2_contig_2070,.,0.9065,0.000299
Cp_V2_contig_8442,Cp_V2_contig_5488,.,0.9055,0.00031
Cp_V2_contig_8442,Cp_V2_contig_6560,.,0.9053,0.000314
Cp_V2_contig_8442,Cp_V2_contig_6745,.,0.9051,0.000316
Cp_V2_contig_8442,Cp_V2_contig_8734,.,0.905,0.000317
Cp_V2_contig_8442,Cp_V2_contig_7346,.,0.9049,0.000318
Cp_V2_contig_8442,Cp_V2_contig_8124,.,0.9042,0.000328
Cp_V2_contig_8442,Cp_V2_contig_10790,.,0.9037,0.000335
Cp_V2_contig_8442,Cp_V2_contig_11988,.,0.9008,0.000376
Cp_V2_contig_8442,Cp_V2_contig_14368,.,0.9005,0.00038
Cp_V2_contig_8442,Cp_V2_contig_21613,.,0.9005,0.00038
Cp_V2_contig_8442,Cp_V2_contig_2704,.,0.9004,0.000381
Cp_V2_contig_8442,Cp_V2_contig_21661,.,0.9002,0.000384
Cp_V2_contig_8442,Cp_V2_contig_17597,.,0.9001,0.000386
